date,user_id,payment_method,discount_rate,app_time_min,paid_amount
2022-07-02,U0656,Pay,0.0,1,69180
2022-07-02,U0662,Pay,0.0,23,118545
2022-07-02,U0664,Pay,0.3,26,35200
2022-07-02,U0667,Card,0.0,17,57356
2022-07-02,U0672,Card,0.2,10,54757
2022-07-02,U0677,Card,0.3,14,23074
2022-07-02,U0595,Card,0.0,12,51153
2022-07-02,U0430,Transfer,0.15,26,25571
2022-07-02,U0374,Pay,0.0,9,34460
2022-07-02,U0428,Card,0.0,41,64884
2022-07-02,U0140,Card,0.0,10,60322
2022-07-02,U0148,Transfer,0.0,12,98376
2022-07-02,U0156,Card,0.3,11,49175
2022-07-02,U0160,Pay,0.0,19,39543
2022-07-02,U0169,Card,0.25,6,34168
2022-07-02,U0171,Pay,0.0,7,51183
2022-07-02,U0138,Card,0.0,1,36522
2022-07-02,U0178,Pay,0.0,11,77392
2022-07-02,U0205,Transfer,0.0,22,73185
2022-07-02,U0214,Card,0.0,4,36228
2022-07-02,U0218,Pay,0.1,26,39360
2022-07-02,U0234,Card,0.0,3,74380
2022-07-02,U0236,Pay,0.0,1,88632
2022-07-02,U0248,,0.0,40,76687
2022-07-02,U0197,Pay,0.0,15,89174
2022-07-02,U0136,Card,0.05,32,58051
2022-07-02,U0132,Card,0.0,19,169342
2022-07-02,U0126,Card,0.0,1,80725
2022-07-02,U0001,Pay,0.0,36,83751
2022-07-02,U0021,Card,0.25,27,22070
2022-07-02,U0036,Card,0.0,9,60323
2022-07-02,U0038,Card,0.0,7,91306
2022-07-02,U0040,Card,0.2,8,38399
2022-07-02,U0429,Card,0.0,26,35206
2022-07-02,U0054,Card,0.1,18,59736
2022-07-02,U0055,Pay,0.0,1,34794
2022-07-02,U0064,Card,0.0,9,27326
2022-07-02,U0081,Card,0.0,10,22110
2022-07-02,U0085,Card,0.0,9,46154
2022-07-02,U0107,Pay,0.0,24,88579
2022-07-02,U0113,Voucher,0.2,5,25809
2022-07-02,U0118,Card,0.0,12,79309
2022-07-02,U0120,Transfer,0.0,23,35788
2022-07-02,U0252,Card,0.0,8,41204
2022-07-02,U0256,Card,0.15,30,20365
2022-07-02,U0053,Card,0.0,31,27222
2022-07-02,U0271,Card,0.0,21,88553
2022-07-02,U0380,Card,0.3,14,42965
2022-07-02,U0381,,0.0,2,30885
2022-07-02,U0383,,0.0,15,57390
2022-07-02,U0385,Transfer,0.0,6,73733
2022-07-02,U0386,Card,0.0,36,33306
2022-07-02,U0393,Pay,0.25,23,3913
2022-07-02,U0375,Pay,0.0,16,78520
2022-07-02,U0394,Pay,0.3,14,39200
2022-07-02,U0397,Card,0.0,34,34032
2022-07-02,U0398,Card,0.0,8,64657
2022-07-02,U0407,Card,0.0,20,44513
2022-07-02,U0418,Pay,0.2,15,48902
2022-07-02,U0420,Card,0.15,1,39667
2022-07-02,U0264,Card,0.1,34,39532
2022-07-02,U0395,Pay,0.0,34,61524
2022-07-02,U0365,Pay,0.2,13,42237
2022-07-02,U0411,Card,0.0,21,78286
2022-07-02,U0289,Card,0.0,11,33188
2022-07-02,U0355,Pay,0.0,29,59717
2022-07-02,U0285,Pay,0.2,1,23387
2022-07-02,U0293,Card,0.0,26,41934
2022-07-02,U0296,Card,0.0,22,35656
2022-07-02,U0297,Transfer,0.0,27,67943
2022-07-02,U0304,Card,0.0,12,41565
2022-07-02,U0308,Pay,0.05,18,48108
2022-07-02,U0282,Card,0.3,9,40353
2022-07-02,U0325,Transfer,0.0,15,45244
2022-07-02,U0329,Card,0.1,21,18160
2022-07-02,U0335,Card,0.0,15,103728
2022-07-02,U0339,Card,0.0,4,72977
2022-07-02,U0343,Card,0.0,12,35611
2022-07-02,U0314,Card,0.0,31,84000
2022-07-02,U0347,Card,0.0,24,48944
2022-07-03,U0574,Transfer,0.0,25,117437
2022-07-03,U0577,Pay,0.0,1,63740
2022-07-03,U0582,Pay,0.0,11,50188
2022-07-03,U0588,,0.0,18,86002
2022-07-03,U0593,Pay,0.0,24,110921
2022-07-03,U0597,Card,0.0,33,137862
2022-07-03,U0596,Card,0.0,15,60060
2022-07-03,U0607,Card,0.0,11,53399
2022-07-03,U0610,Card,0.0,12,51956
2022-07-03,U0614,Card,0.0,26,52579
2022-07-03,U0571,Card,0.0,20,58169
2022-07-03,U0616,Pay,0.2,20,10790
2022-07-03,U0595,Pay,0.0,19,27884
2022-07-03,U0489,Card,0.0,1,57783
2022-07-03,U0541,Card,0.0,17,41401
2022-07-03,U0555,Voucher,0.0,15,21534
2022-07-03,U0549,Card,0.0,31,43268
2022-07-03,U0548,Card,0.0,36,114730
2022-07-03,U0545,Voucher,0.0,24,30275
2022-07-03,U0543,Transfer,0.0,16,71475
2022-07-03,U0539,Card,0.05,11,60073
2022-07-03,U0534,Pay,0.0,13,18086
2022-07-03,U0511,Card,0.0,12,79749
2022-07-03,U0506,Card,0.0,23,39377
2022-07-03,U0495,Transfer,0.0,15,79900
2022-07-03,U0494,Card,0.3,6,36733
2022-07-03,U0622,Card,0.05,30,49898
2022-07-03,U0558,Card,0.0,25,77880
2022-07-03,U0629,Card,0.0,13,75348
2022-07-03,U0710,Card,0.0,25,60841
2022-07-03,U0644,Card,0.0,7,105052
2022-07-03,U0487,Card,0.0,21,50194
2022-07-03,U0780,Card,0.0,24,75038
2022-07-03,U0779,Card,0.0,17,59813
2022-07-03,U0778,Card,0.0,9,101862
2022-07-03,U0776,Pay,0.15,14,40579
2022-07-03,U0766,Pay,0.0,32,101081
2022-07-03,U0765,Card,0.0,16,8917
2022-07-03,U0758,Pay,0.15,31,5739
2022-07-03,U0747,Voucher,0.0,1,17051
2022-07-03,U0739,Card,0.2,21,11774
2022-07-03,U0736,Voucher,0.0,15,80977
2022-07-03,U0735,Card,0.0,25,57746
2022-07-03,U0716,Pay,0.1,29,22419
2022-07-03,U0635,Pay,0.0,1,64023
2022-07-03,U0711,Card,0.0,17,70734
2022-07-03,U0700,Card,0.0,21,100478
2022-07-03,U0697,,0.0,26,2737
2022-07-03,U0696,Card,0.05,14,86196
2022-07-03,U0685,Pay,0.0,23,73955
2022-07-03,U0680,Card,0.05,19,43586
2022-07-03,U0679,Pay,0.0,21,58817
2022-07-03,U0671,Card,0.0,19,45749
2022-07-03,U0662,Pay,0.0,30,92414
2022-07-03,U0653,Card,0.15,8,68733
2022-07-03,U0651,Card,0.0,23,17807
2022-07-03,U0650,Pay,0.0,19,35637
2022-07-03,U0648,Card,0.0,33,53235
2022-07-03,U0645,Card,0.05,8,47894
2022-07-03,U0703,Card,0.0,15,27254
2022-07-03,U0464,Pay,0.0,8,29630
2022-07-03,U0315,Card,0.0,1,13879
2022-07-03,U0449,,0.0,10,26209
2022-07-03,U0221,Pay,0.15,12,20838
2022-07-03,U0213,Pay,0.05,18,19233
2022-07-03,U0200,Transfer,0.2,48,47394
2022-07-03,U0188,Card,0.0,26,145471
2022-07-03,U0174,Card,0.0,19,44882
2022-07-03,U0167,Pay,0.0,14,38070
2022-07-03,U0163,Pay,0.0,7,60032
2022-07-03,U0153,Card,0.0,22,65792
2022-07-03,U0135,Pay,0.0,1,36598
2022-07-03,U0134,Card,0.0,34,42116
2022-07-03,U0132,Pay,0.0,35,214545
2022-07-03,U0117,Card,0.0,18,47319
2022-07-03,U0116,Pay,0.0,10,51582
2022-07-03,U0111,Pay,0.0,6,43232
2022-07-03,U0110,,0.0,16,85962
2022-07-03,U0109,Pay,0.2,19,26287
2022-07-03,U0104,Pay,0.0,12,70075
2022-07-03,U0094,Card,0.25,24,15700
2022-07-03,U0092,Pay,0.0,9,76896
2022-07-03,U0071,Card,0.25,8,21189
2022-07-03,U0068,Transfer,0.0,11,65413
2022-07-03,U0063,Pay,0.0,28,43231
2022-07-03,U0050,Card,0.0,1,74945
2022-07-03,U0045,Pay,0.0,27,51673
2022-07-03,U0036,,0.0,15,55279
2022-07-03,U0009,Transfer,0.1,22,38285
2022-07-03,U0457,Card,0.0,22,62162
2022-07-03,U0224,Card,0.2,27,15450
2022-07-03,U0236,Card,0.0,1,108555
2022-07-03,U0106,Card,0.0,25,58919
2022-07-03,U0246,Card,0.05,1,58480
2022-07-03,U0448,Transfer,0.0,9,29862
2022-07-03,U0237,Pay,0.0,25,123822
2022-07-03,U0446,Card,0.0,14,66147
2022-07-03,U0439,Transfer,0.2,16,13065
2022-07-03,U0437,Transfer,0.0,17,73726
2022-07-03,U0410,,0.0,6,58090
2022-07-03,U0408,Pay,0.0,20,91290
2022-07-03,U0403,Pay,0.0,32,120680
2022-07-03,U0397,Card,0.1,23,21152
2022-07-03,U0395,Card,0.0,23,51723
2022-07-03,U0393,Card,0.25,27,49541
2022-07-03,U0380,Card,0.25,12,10459
2022-07-03,U0376,Card,0.2,19,31390
2022-07-03,U0372,Pay,0.0,35,71037
2022-07-03,U0406,Card,0.15,9,45123
2022-07-03,U0348,Card,0.0,12,71827
2022-07-03,U0264,Transfer,0.0,27,51313
2022-07-03,U0262,Transfer,0.0,7,25516
2022-07-03,U0352,Card,0.0,12,41239
2022-07-03,U0266,Pay,0.0,20,16220
2022-07-03,U0274,Card,0.0,11,42873
2022-07-03,U0282,Transfer,0.0,6,30656
2022-07-03,U0295,Transfer,0.0,16,51951
2022-07-03,U0280,Pay,0.0,9,66702
2022-07-03,U0299,Pay,0.0,17,27268
2022-07-03,U0312,Card,0.15,23,26674
2022-07-03,U0337,Card,0.0,31,44102
2022-07-03,U0342,Transfer,0.0,24,51888
2022-07-04,U0496,Card,0.0,28,93127
2022-07-04,U0522,Card,0.0,8,48963
2022-07-04,U0504,Voucher,0.0,30,2000
2022-07-04,U0502,Pay,0.0,19,52560
2022-07-04,U0523,,0.0,27,32776
2022-07-04,U0497,Card,0.15,22,24491
2022-07-04,U0516,Pay,0.0,12,38552
2022-07-04,U0491,Transfer,0.2,10,34536
2022-07-04,U0472,Pay,0.0,11,112076
2022-07-04,U0480,Card,0.0,10,42371
2022-07-04,U0476,Pay,0.1,23,62132
2022-07-04,U0473,Card,0.2,13,15287
2022-07-04,U0470,Card,0.25,23,45135
2022-07-04,U0455,Transfer,0.15,14,43796
2022-07-04,U0528,Pay,0.1,11,60317
2022-07-04,U0431,Card,0.1,11,60639
2022-07-04,U0449,Pay,0.0,16,25613
2022-07-04,U0483,Transfer,0.0,19,54391
2022-07-04,U0534,Card,0.0,17,2000
2022-07-04,U0709,Transfer,0.0,4,20277
2022-07-04,U0537,Card,0.0,1,61653
2022-07-04,U0795,Card,0.0,1,42994
2022-07-04,U0422,Pay,0.0,23,65419
2022-07-04,U0788,Transfer,0.25,1,17482
2022-07-04,U0751,Card,0.0,25,29724
2022-07-04,U0739,Transfer,0.0,1,28753
2022-07-04,U0734,Pay,0.3,1,56793
2022-07-04,U0728,Card,0.0,17,29370
2022-07-04,U0707,Pay,0.0,42,82299
2022-07-04,U0693,Card,0.05,23,43081
2022-07-04,U0691,Card,0.3,18,16014
2022-07-04,U0677,Transfer,0.1,24,50317
2022-07-04,U0670,Card,0.2,9,70436
2022-07-04,U0598,Card,0.15,20,33696
2022-07-04,U0583,Card,0.0,18,118616
2022-07-04,U0580,Transfer,0.25,9,33064
2022-07-04,U0570,Card,0.3,20,26471
2022-07-04,U0553,Pay,0.15,14,31952
2022-07-04,U0535,Pay,0.0,8,42949
2022-07-04,U0407,Card,0.0,27,53787
2022-07-04,U0600,Transfer,0.05,31,31852
2022-07-04,U0381,Pay,0.0,2,18313
2022-07-04,U0132,Card,0.0,28,196743
2022-07-04,U0120,Card,0.2,11,27314
2022-07-04,U0117,Pay,0.0,13,46005
2022-07-04,U0105,Card,0.0,11,44889
2022-07-04,U0101,Pay,0.0,23,51457
2022-07-04,U0099,Card,0.0,25,32250
2022-07-04,U0088,Card,0.0,11,57761
2022-07-04,U0140,Pay,0.0,10,74037
2022-07-04,U0065,Transfer,0.1,14,65980
2022-07-04,U0059,Pay,0.15,23,22054
2022-07-04,U0051,Pay,0.0,14,36217
2022-07-04,U0043,Card,0.0,9,39205
2022-07-04,U0033,Card,0.0,20,41853
2022-07-04,U0030,Card,0.0,16,37765
2022-07-04,U0026,Pay,0.0,9,79059
2022-07-04,U0016,Card,0.0,7,65022
2022-07-04,U0060,Voucher,0.05,11,42136
2022-07-04,U0150,Card,0.0,1,79808
2022-07-04,U0013,Pay,0.0,3,105565
2022-07-04,U0175,Pay,0.0,1,92455
2022-07-04,U0151,Card,0.15,19,53573
2022-07-04,U0375,Pay,0.0,16,52339
2022-07-04,U0369,Card,0.15,19,19572
2022-07-04,U0354,Transfer,0.2,20,45645
2022-07-04,U0346,Voucher,0.05,17,64236
2022-07-04,U0337,Card,0.0,10,45623
2022-07-04,U0326,Card,0.0,6,109607
2022-07-04,U0320,Card,0.2,26,27569
2022-07-04,U0295,Card,0.25,9,6452
2022-07-04,U0389,Card,0.3,24,28446
2022-07-04,U0282,Voucher,0.3,9,30092
2022-07-04,U0272,Transfer,0.25,12,56700
2022-07-04,U0226,Card,0.0,10,71482
2022-07-04,U0220,Pay,0.0,1,66508
2022-07-04,U0215,Voucher,0.0,28,60683
2022-07-04,U0196,Card,0.0,11,33256
2022-07-04,U0191,Card,0.0,17,35200
2022-07-04,U0293,Transfer,0.0,30,47745
2022-07-04,U0182,Pay,0.25,15,56603
2022-07-05,U0602,Pay,0.05,18,33012
2022-07-05,U0576,Card,0.2,40,53384
2022-07-05,U0570,Pay,0.15,23,30361
2022-07-05,U0565,Pay,0.0,15,127421
2022-07-05,U0564,Card,0.0,16,25360
2022-07-05,U0540,Card,0.0,18,87534
2022-07-05,U0534,,0.0,7,32969
2022-07-05,U0491,Card,0.0,18,23386
2022-07-05,U0515,Pay,0.0,1,36530
2022-07-05,U0606,Voucher,0.0,12,103159
2022-07-05,U0487,Voucher,0.0,16,47616
2022-07-05,U0472,Card,0.0,31,41350
2022-07-05,U0461,Card,0.0,14,71086
2022-07-05,U0455,Pay,0.3,17,14299
2022-07-05,U0428,Card,0.0,26,67229
2022-07-05,U0398,Card,0.0,24,31705
2022-07-05,U0520,Card,0.2,23,57161
2022-07-05,U0637,Card,0.0,18,62512
2022-07-05,U0657,Voucher,0.1,19,15458
2022-07-05,U0649,Card,0.15,1,23072
2022-07-05,U0387,Card,0.0,1,17331
2022-07-05,U0797,Pay,0.0,12,44242
2022-07-05,U0770,Pay,0.0,14,65542
2022-07-05,U0761,Card,0.0,35,80362
2022-07-05,U0746,Transfer,0.0,8,76705
2022-07-05,U0727,Card,0.0,15,40382
2022-07-05,U0724,Card,0.3,13,27007
2022-07-05,U0640,Card,0.05,19,90761
2022-07-05,U0717,Card,0.2,15,37358
2022-07-05,U0702,Voucher,0.0,32,113292
2022-07-05,U0680,,0.0,12,66627
2022-07-05,U0675,Card,0.1,18,17076
2022-07-05,U0673,Pay,0.0,32,54126
2022-07-05,U0672,Voucher,0.25,11,55679
2022-07-05,U0665,Pay,0.0,21,46792
2022-07-05,U0653,Transfer,0.0,19,54881
2022-07-05,U0716,Card,0.2,30,41182
2022-07-05,U0685,Voucher,0.0,24,45484
2022-07-05,U0374,Card,0.15,8,25072
2022-07-05,U0353,Pay,0.0,11,84891
2022-07-05,U0130,Pay,0.1,22,37403
2022-07-05,U0120,Pay,0.0,7,59816
2022-07-05,U0118,Pay,0.0,5,71384
2022-07-05,U0115,Card,0.0,14,63321
2022-07-05,U0107,Card,0.0,24,58495
2022-07-05,U0096,Card,0.1,20,40597
2022-07-05,U0062,Transfer,0.0,8,30635
2022-07-05,U0142,Card,0.0,29,97923
2022-07-05,U0049,Voucher,0.0,32,70320
2022-07-05,U0042,Voucher,0.0,25,46335
2022-07-05,U0038,Card,0.0,6,81775
2022-07-05,U0031,Card,0.0,21,63821
2022-07-05,U0023,Pay,0.0,26,52977
2022-07-05,U0021,Pay,0.25,17,56895
2022-07-05,U0002,Card,0.2,6,73191
2022-07-05,U0385,Pay,0.0,1,78235
2022-07-05,U0046,Card,0.25,13,11948
2022-07-05,U0157,Card,0.0,20,204036
2022-07-05,U0091,Card,0.0,24,92830
2022-07-05,U0173,Pay,0.0,9,18822
2022-07-05,U0342,Card,0.0,19,67498
2022-07-05,U0168,Card,0.0,23,27180
2022-07-05,U0339,Pay,0.0,14,46887
2022-07-05,U0329,Pay,0.0,24,31245
2022-07-05,U0317,Card,0.0,14,18314
2022-07-05,U0313,,0.0,1,52798
2022-07-05,U0300,Card,0.15,10,58615
2022-07-05,U0289,Pay,0.2,8,21694
2022-07-05,U0301,Pay,0.0,15,36579
2022-07-05,U0255,Pay,0.25,29,33918
2022-07-05,U0241,Card,0.2,3,34652
2022-07-05,U0231,Pay,0.0,1,36947
2022-07-05,U0226,Pay,0.0,4,35685
2022-07-05,U0209,Pay,0.0,34,42975
2022-07-05,U0193,Card,0.2,24,57405
2022-07-05,U0181,Voucher,0.3,12,5186
2022-07-05,U0256,Card,0.2,24,31545
2022-07-06,U0588,Card,0.0,15,75329
2022-07-06,U0509,Card,0.0,24,57760
2022-07-06,U0548,Pay,0.0,35,61978
2022-07-06,U0542,Card,0.0,26,88588
2022-07-06,U0535,Pay,0.0,9,52227
2022-07-06,U0531,Pay,0.0,20,115189
2022-07-06,U0518,Card,0.15,26,41395
2022-07-06,U0501,Transfer,0.0,7,97316
2022-07-06,U0412,Pay,0.0,20,42510
2022-07-06,U0485,Card,0.0,12,103832
2022-07-06,U0476,Card,0.3,3,34683
2022-07-06,U0455,Card,0.1,2,41020
2022-07-06,U0445,Card,0.2,16,71542
2022-07-06,U0422,Card,0.0,17,27945
2022-07-06,U0416,Transfer,0.0,25,50336
2022-07-06,U0593,Voucher,0.0,6,37514
2022-07-06,U0499,Card,0.0,18,89131
2022-07-06,U0597,Pay,0.05,26,123554
2022-07-06,U0798,Card,0.0,18,82783
2022-07-06,U0633,Card,0.0,32,87915
2022-07-06,U0398,Card,0.2,17,60518
2022-07-06,U0795,Pay,0.1,10,65513
2022-07-06,U0786,Transfer,0.0,15,23900
2022-07-06,U0778,Pay,0.0,32,92777
2022-07-06,U0768,Card,0.0,19,36285
2022-07-06,U0760,Pay,0.1,8,47259
2022-07-06,U0752,Card,0.05,5,68064
2022-07-06,U0750,Card,0.0,9,142879
2022-07-06,U0747,Pay,0.0,10,43420
2022-07-06,U0742,Card,0.3,30,30116
2022-07-06,U0707,Voucher,0.0,24,99527
2022-07-06,U0702,Card,0.05,23,106610
2022-07-06,U0691,Card,0.2,8,18902
2022-07-06,U0683,Card,0.0,8,35825
2022-07-06,U0678,Pay,0.0,9,5134
2022-07-06,U0673,Transfer,0.0,14,43274
2022-07-06,U0656,Card,0.0,11,48704
2022-07-06,U0600,,0.15,30,51383
2022-07-06,U0390,Card,0.0,30,39381
2022-07-06,U0775,Card,0.3,12,9788
2022-07-06,U0384,Card,0.1,1,59581
2022-07-06,U0127,Card,0.1,6,42195
2022-07-06,U0115,Card,0.25,10,31073
2022-07-06,U0104,Card,0.0,9,106063
2022-07-06,U0092,Pay,0.0,10,28670
2022-07-06,U0089,Card,0.0,20,36937
2022-07-06,U0088,Transfer,0.0,13,64271
2022-07-06,U0073,Card,0.2,15,42346
2022-07-06,U0067,Card,0.0,13,24310
2022-07-06,U0063,Transfer,0.2,25,14126
2022-07-06,U0052,Pay,0.1,18,21399
2022-07-06,U0050,Card,0.1,1,63853
2022-07-06,U0039,Pay,0.0,1,56396
2022-07-06,U0037,Card,0.0,7,89749
2022-07-06,U0385,Card,0.0,5,91137
2022-07-06,U0020,Pay,0.05,19,153498
2022-07-06,U0013,Voucher,0.0,7,70868
2022-07-06,U0004,Transfer,0.25,13,46341
2022-07-06,U0133,Pay,0.0,1,86480
2022-07-06,U0149,Card,0.0,26,61844
2022-07-06,U0033,Card,0.1,15,57647
2022-07-06,U0176,Pay,0.0,25,72359
2022-07-06,U0165,Card,0.0,15,60036
2022-07-06,U0344,Card,0.25,5,58507
2022-07-06,U0326,Card,0.0,36,102217
2022-07-06,U0313,Card,0.15,4,31210
2022-07-06,U0301,Card,0.05,8,61856
2022-07-06,U0287,Card,0.0,36,117741
2022-07-06,U0267,Pay,0.1,12,57260
2022-07-06,U0266,Card,0.1,17,32544
2022-07-06,U0317,Pay,0.0,30,47089
2022-07-06,U0258,Card,0.0,8,32175
2022-07-06,U0239,Card,0.0,13,51341
2022-07-06,U0238,Pay,0.0,17,2000
2022-07-06,U0234,Card,0.05,9,49242
