user_id,last_purchase_date,frequency,monetary,avg_transaction_value,avg_discount_rate,avg_app_time_min,recency_days,payment_method_count
U0021,2024-06-02,89,4329512,48646.20224719101,0.16853932584269662,21.202247191011235,0,5
U0022,2024-06-02,83,5248227,63231.65060240964,0.010240963855421687,27.301204819277107,0,5
U0023,2024-06-02,94,2887760,30720.85106382979,0.11914893617021276,20.819148936170212,0,5
U0024,2024-05-28,94,3118176,33172.085106382976,0.00425531914893617,17.180851063829788,5,5
U0025,2024-05-31,133,14442740,108592.03007518797,0.007518796992481203,29.992481203007518,2,5
U0026,2024-06-01,101,5049611,49996.148514851484,0.11336633663366336,16.178217821782177,1,5
U0027,2024-06-02,91,2431251,26717.043956043955,0.14560439560439561,20.615384615384617,0,5
U0028,2024-05-23,90,4361460,48460.666666666664,0.014444444444444446,17.166666666666668,10,5
U0029,2024-05-29,82,3419224,41697.85365853659,0.00975609756097561,11.975609756097562,4,5
U0030,2024-05-24,87,3193079,36702.057471264365,0.006321839080459771,15.620689655172415,9,5
U0031,2024-05-26,99,6064429,61256.85858585859,0.017676767676767676,25.464646464646464,7,5
U0032,2024-05-29,85,4996584,58783.34117647059,0.018823529411764708,10.011764705882353,4,5
U0033,2024-05-24,103,6218973,60378.3786407767,0.022815533980582524,10.300970873786408,9,5
U0034,2024-06-01,100,3037688,30376.88,0.165,6.37,1,5
U0035,2024-05-31,98,6220551,63475.010204081635,0.14642857142857144,16.897959183673468,2,5
U0036,2024-05-10,70,4009684,57281.2,0.019285714285714288,15.228571428571428,23,5
U0037,2024-05-27,128,8264897,64569.5078125,0.005859375,16.890625,6,5
U0038,2024-02-06,69,5591451,81035.52173913043,0.0014492753623188406,8.26086956521739,117,5
U0039,2024-06-01,97,2696782,27801.876288659794,0.14742268041237114,8.65979381443299,1,5
U0040,2024-05-31,102,4454850,43675.0,0.14362745098039217,16.333333333333332,2,5
U0041,2024-06-02,100,7376413,73764.13,0.017,25.59,0,5
U0042,2024-06-01,82,2431048,29646.926829268294,0.009146341463414634,17.817073170731707,1,4
U0043,2024-02-06,38,2338858,61548.89473684211,0.007894736842105263,7.526315789473684,117,4
U0044,2024-06-02,81,5739859,70862.45679012345,0.011111111111111112,17.320987654320987,0,5
U0045,2024-05-23,90,4424475,49160.833333333336,0.022222222222222223,21.177777777777777,10,5
U0046,2024-06-02,89,2957224,33227.23595505618,0.16685393258426967,15.820224719101123,0,4
U0047,2024-05-29,72,5555390,77158.19444444444,0.0076388888888888895,7.291666666666667,4,5
U0048,2024-05-30,127,12846597,101154.30708661418,0.0011811023622047244,22.913385826771652,3,5
U0049,2024-05-29,154,8669003,56292.22727272727,0.023051948051948053,32.31818181818182,4,5
U0050,2024-04-28,45,2508863,55752.51111111111,0.007777777777777778,4.488888888888889,35,5
U0051,2024-05-25,86,3126959,36359.98837209302,0.02674418604651163,14.290697674418604,8,5
U0052,2024-05-21,95,2295826,24166.58947368421,0.16631578947368422,27.042105263157893,12,5
U0053,2024-06-02,94,4167934,44339.72340425532,0.006382978723404255,28.95744680851064,0,4
U0054,2024-06-02,103,5708200,55419.41747572816,0.14320388349514562,22.16504854368932,0,5
U0055,2024-06-01,95,2855908,30062.18947368421,0.028421052631578948,6.673684210526316,1,4
U0056,2024-05-27,81,7095760,87601.97530864198,0.008641975308641976,15.481481481481481,6,5
U0057,2024-05-15,91,6419932,70548.7032967033,0.012087912087912088,7.230769230769231,18,5
U0058,2024-05-27,87,5004000,57517.24137931035,0.009195402298850575,13.862068965517242,6,5
U0059,2024-06-01,98,3147345,32115.76530612245,0.17346938775510204,19.448979591836736,1,5
U0060,2024-05-29,93,2004141,21549.90322580645,0.00967741935483871,9.24731182795699,4,5
U0061,2024-05-26,124,10243943,82612.44354838709,0.005241935483870968,34.16935483870968,7,5
U0062,2024-05-25,89,3477900,39077.52808988764,0.027528089887640453,15.348314606741573,8,5
U0063,2024-05-19,106,2900680,27364.905660377357,0.1712264150943396,26.641509433962263,14,5
U0064,2024-06-01,84,2731032,32512.285714285714,0.016071428571428573,7.095238095238095,1,4
U0065,2024-05-19,91,4255213,46760.58241758242,0.1412087912087912,19.626373626373628,14,5
U0066,2024-05-31,81,3670475,45314.50617283951,0.014197530864197533,7.135802469135802,2,5
U0067,2024-05-25,92,3060889,33270.532608695656,0.016304347826086956,11.293478260869565,8,5
U0068,2024-05-30,103,6490921,63018.65048543689,0.0077669902912621365,3.6990291262135924,3,5
U0069,2024-05-30,111,6521223,58749.75675675676,0.1581081081081081,16.0990990990991,3,5
U0070,2024-06-01,99,2776919,28049.68686868687,0.16313131313131313,9.747474747474747,1,5
U0071,2024-06-01,88,3858711,43848.98863636364,0.16818181818181818,13.784090909090908,1,5
U0072,2024-06-01,85,2643663,31101.917647058825,0.14,18.32941176470588,1,5
U0073,2024-05-27,94,2793783,29721.09574468085,0.1803191489361702,19.670212765957448,6,5
U0074,2024-05-30,102,3450112,33824.62745098039,0.1568627450980392,22.127450980392158,3,5
U0075,2024-05-10,90,4817192,53524.35555555556,0.0,22.0,23,4
U0076,2024-05-28,97,5474794,56441.17525773196,0.002577319587628866,12.185567010309278,5,5
U0077,2024-06-01,81,3543857,43751.32098765432,0.0018518518518518521,16.679012345679013,1,5
U0078,2024-06-01,76,4828035,63526.77631578947,0.020394736842105264,9.43421052631579,1,5
U0079,2024-06-01,48,2449003,51020.895833333336,0.01875,12.75,1,5
U0080,2024-05-27,87,5932822,68193.35632183908,0.016666666666666666,19.873563218390803,6,5
U0081,2024-05-28,89,3207455,36038.8202247191,0.011235955056179775,8.696629213483146,5,5
U0082,2024-05-14,75,3434854,45798.05333333334,0.018000000000000002,23.906666666666666,19,5
U0083,2024-06-01,83,2708395,32631.265060240963,0.020481927710843374,17.686746987951807,1,4
U0084,2024-05-25,79,3208304,40611.443037974685,0.0189873417721519,6.3924050632911396,8,5
U0085,2024-05-25,84,3960949,47154.15476190476,0.01011904761904762,13.761904761904763,8,5
U0086,2024-06-02,107,4403446,41153.700934579436,0.1378504672897196,16.869158878504674,0,5
U0087,2024-05-30,104,3002351,28868.759615384617,0.14951923076923077,11.173076923076923,3,5
U0088,2024-05-24,72,3092238,42947.75,0.003472222222222222,17.416666666666668,9,5
U0089,2024-06-02,81,4158872,51344.0987654321,0.004320987654320987,14.0,0,5
U0090,2024-05-12,69,3546380,51396.811594202896,0.016666666666666666,9.898550724637682,21,5
U0091,2024-02-14,40,2405842,60146.05,0.01875,20.925,109,4
U0092,2024-05-25,78,3626213,46489.91025641026,0.010256410256410256,9.974358974358974,8,5
U0093,2024-05-27,119,8946420,75180.0,0.0008403361344537816,33.51260504201681,6,5
U0094,2024-05-30,98,2567652,26200.530612244896,0.09285714285714286,14.63265306122449,3,5
U0095,2024-02-03,37,2832630,76557.56756756757,0.012162162162162163,16.243243243243242,120,4
U0096,2024-06-02,78,3639510,46660.38461538462,0.014743589743589743,16.96153846153846,0,4
U0097,2024-05-31,151,9482874,62800.49006622517,0.018543046357615896,19.741721854304636,2,5
U0098,2024-05-30,102,4387755,43017.205882352944,0.1323529411764706,19.19607843137255,3,5
U0099,2024-06-01,79,3344935,42340.94936708861,0.010759493670886078,28.0126582278481,1,5
U0100,2024-05-25,87,5538363,63659.34482758621,0.015517241379310346,6.0,8,5
U0101,2024-05-31,81,3596683,44403.49382716049,0.008641975308641976,15.691358024691358,2,5
U0102,2024-01-05,76,3338784,43931.36842105263,0.023026315789473683,21.81578947368421,149,5
U0103,2024-05-29,87,4614227,53037.09195402299,0.027011494252873563,17.0,4,5
U0104,2024-06-01,153,15912576,104003.76470588235,0.00032679738562091506,19.81699346405229,1,5
U0105,2024-05-25,94,4068616,43283.14893617021,0.014893617021276595,16.659574468085108,8,5
U0106,2024-05-05,93,4600802,49470.98924731183,0.013978494623655914,16.096774193548388,28,5
U0107,2024-05-31,79,5532616,70033.11392405063,0.008227848101265823,15.544303797468354,2,5
U0108,2024-05-28,91,2759968,30329.31868131868,0.15494505494505495,18.065934065934066,5,5
U0109,2024-05-31,97,2944758,30358.329896907217,0.1360824742268041,22.711340206185568,2,4
U0110,2024-06-02,137,13219417,96492.09489051095,0.0040145985401459855,14.664233576642335,0,5
U0111,2024-01-27,65,2710016,41692.553846153845,0.010769230769230769,11.138461538461538,127,4
U0112,2024-06-02,38,2082666,54807.0,0.010526315789473684,13.81578947368421,0,4
U0113,2024-05-27,92,3295885,35824.836956521736,0.1625,17.804347826086957,6,5
U0114,2024-05-31,106,5261222,49634.16981132075,0.019811320754716984,16.254716981132077,2,5
U0115,2024-06-02,82,2786950,33987.19512195122,0.1329268292682927,14.670731707317072,0,5
U0116,2024-05-26,99,5450288,55053.41414141414,0.0196969696969697,6.0,7,5
U0117,2024-05-16,86,3583248,41665.67441860465,0.009302325581395349,9.604651162790697,17,5
U0118,2024-05-31,89,6046934,67943.0786516854,0.012359550561797755,12.101123595505618,2,5
U0119,2024-06-02,87,5572904,64056.36781609195,0.014367816091954023,14.620689655172415,0,5
U0120,2024-06-02,102,4106222,40257.07843137255,0.13970588235294118,9.352941176470589,0,5
U0121,2024-06-02,87,5180750,59548.85057471264,0.013218390804597701,8.022988505747126,0,5
U0122,2024-05-19,111,4659242,41975.15315315315,0.1720720720720721,12.702702702702704,14,5
U0123,2024-05-27,138,19392234,140523.4347826087,0.010144927536231885,18.905797101449274,6,5
U0124,2023-12-10,50,2883972,57679.44,0.008,6.86,175,5
U0125,2024-06-01,92,3820060,41522.391304347824,0.1831521739130435,23.967391304347824,1,5
U0126,2024-05-29,84,5002812,59557.28571428572,0.016666666666666666,8.892857142857142,4,5
U0127,2024-05-25,50,1681341,33626.82,0.016,3.18,8,4
U0128,2024-05-31,83,3208225,38653.31325301205,0.016265060240963858,6.686746987951807,2,5
U0129,2024-02-22,40,2934487,73362.175,0.008749999999999999,16.95,101,4
U0130,2024-05-30,92,3639154,39556.02173913043,0.02282608695652174,11.369565217391305,3,5
U0131,2024-05-29,124,12084378,97454.66129032258,0.010080645161290322,34.04032258064516,4,5
U0132,2024-05-31,128,24127032,188492.4375,0.008203125,28.75,2,5
U0133,2023-09-12,24,1648548,68689.5,0.014583333333333335,5.416666666666667,264,3
U0134,2024-05-29,109,2814701,25822.94495412844,0.12844036697247707,21.798165137614678,4,5
U0135,2024-05-09,92,4596583,49962.858695652176,0.01847826086956522,15.054347826086957,24,5
U0136,2024-05-23,88,4944417,56186.556818181816,0.027840909090909093,18.53409090909091,10,5
U0137,2024-05-18,91,2393389,26300.978021978022,0.015384615384615385,8.032967032967033,15,5
U0138,2024-06-01,73,3758638,51488.191780821915,0.0020547945205479454,10.356164383561644,1,5
U0139,2024-04-25,85,9269770,109056.11764705883,0.017058823529411765,15.635294117647058,38,5
U0140,2024-06-02,103,6602215,64099.17475728155,0.008252427184466019,13.233009708737864,0,5
U0141,2024-05-21,82,3528696,43032.87804878049,0.018902439024390243,10.768292682926829,12,5
U0142,2024-05-31,76,5492163,72265.30263157895,0.011184210526315791,14.026315789473685,2,5
U0143,2024-05-12,84,4672921,55630.01190476191,0.0011904761904761906,11.0,21,5
U0144,2024-06-01,85,3693799,43456.458823529414,0.13823529411764707,20.870588235294118,1,5
U0145,2024-06-01,120,7893968,65783.06666666667,0.0,28.241666666666667,1,5
U0146,2024-05-24,90,3425346,38059.4,0.017222222222222222,16.155555555555555,9,5
U0147,2024-05-23,89,5493467,61724.348314606745,0.012359550561797755,20.123595505617978,10,5
U0148,2024-05-30,82,6365922,77633.19512195123,0.02378048780487805,17.79268292682927,3,5
U0149,2024-05-28,91,4918213,54046.296703296706,0.004945054945054945,18.736263736263737,5,5
U0150,2024-05-26,80,7373463,92168.2875,0.011875,3.8125,7,5
U0151,2024-06-01,96,4539277,47284.135416666664,0.146875,18.979166666666668,1,5
U0152,2024-05-21,100,3817995,38179.95,0.16649999999999998,10.21,12,5
U0153,2024-05-30,99,3886035,39252.878787878784,0.1409090909090909,23.444444444444443,3,5
U0154,2024-05-29,92,5635708,61257.69565217391,0.010869565217391304,11.91304347826087,4,5
U0155,2024-06-02,93,2532553,27231.752688172044,0.1586021505376344,8.946236559139784,0,5
U0156,2024-06-02,96,3365187,35054.03125,0.17864583333333336,23.34375,0,4
U0157,2024-06-02,126,17367898,137840.46031746033,0.001984126984126984,26.253968253968253,0,5
U0158,2024-05-29,92,6714303,72981.55434782608,0.016304347826086956,12.054347826086957,4,5
U0159,2024-06-01,94,3760286,40003.04255319149,0.006914893617021277,6.25531914893617,1,5
U0160,2024-05-04,84,3809109,45346.53571428572,0.011904761904761904,12.380952380952381,29,5
U0161,2024-05-28,67,2944450,43947.014925373136,0.0,12.597014925373134,5,5
U0162,2024-05-24,83,3490361,42052.5421686747,0.004216867469879518,11.204819277108435,9,5
U0163,2024-05-26,82,3919962,47804.41463414634,0.015853658536585366,14.71951219512195,7,5
U0164,2024-06-01,110,3920938,35644.89090909091,0.09863636363636363,22.8,1,5
U0165,2024-05-31,90,5448887,60543.188888888886,0.012777777777777779,13.444444444444445,2,5
U0166,2024-06-02,83,2746298,33087.927710843374,0.010240963855421687,15.096385542168674,0,5
U0167,2024-05-27,54,2928128,54224.59259259259,0.010185185185185186,8.537037037037036,6,5
U0168,2024-06-02,99,3495551,35308.59595959596,0.008585858585858586,19.525252525252526,0,5
U0169,2024-06-01,92,4090431,44461.20652173913,0.15434782608695652,9.108695652173912,1,5
U0170,2024-06-02,91,9531594,104742.79120879121,0.00989010989010989,18.67032967032967,0,5
U0171,2024-05-17,90,2288240,25424.88888888889,0.1527777777777778,20.42222222222222,16,5
U0172,2023-12-08,46,2345712,50993.739130434784,0.015217391304347825,24.32608695652174,177,5
U0173,2024-06-01,90,3058842,33987.13333333333,0.003888888888888889,17.177777777777777,1,5
U0174,2024-06-01,98,5356986,54663.12244897959,0.017346938775510207,17.520408163265305,1,5
U0175,2023-10-25,56,3827038,68339.96428571429,0.015178571428571428,7.892857142857143,221,3
U0176,2024-05-10,85,5187493,61029.32941176471,0.014705882352941176,18.376470588235293,23,5
U0177,2024-05-31,92,3218929,34988.358695652176,0.008695652173913044,15.858695652173912,2,5
U0178,2024-03-10,64,4295837,67122.453125,0.00078125,12.28125,84,4
U0179,2024-05-24,89,4309202,48418.0,0.011797752808988765,21.84269662921348,9,5
U0180,2024-05-31,133,12521155,94144.02255639098,0.00037593984962406017,23.50375939849624,2,5
U0181,2024-05-30,108,2807512,25995.48148148148,0.17453703703703705,16.25,3,5
U0182,2024-05-27,99,4328029,43717.46464646464,0.16818181818181815,8.131313131313131,6,5
U0183,2024-05-10,26,1296907,49881.03846153846,0.025,2.6538461538461537,23,4
U0184,2024-05-31,84,4597580,54733.09523809524,0.016071428571428573,20.202380952380953,2,5
U0185,2024-02-21,70,4073916,58198.8,0.02142857142857143,4.671428571428572,102,5
U0186,2024-06-02,85,3091739,36373.4,0.11411764705882352,18.070588235294117,0,5
U0187,2023-07-06,38,2584496,68013.05263157895,0.009210526315789473,14.657894736842104,332,5
U0188,2024-06-02,138,12952277,93857.07971014493,0.0,35.04347826086956,0,5
U0189,2024-05-28,100,3515467,35154.67,0.152,12.76,5,5
U0190,2024-05-17,84,4391599,52280.94047619047,0.014285714285714287,5.833333333333333,16,5
U0191,2024-06-01,79,4395873,55643.962025316454,0.013924050632911394,20.556962025316455,1,4
U0192,2024-05-18,98,4008807,40906.19387755102,0.020918367346938777,18.918367346938776,15,5
U0193,2024-06-01,110,4669822,42452.92727272727,0.16772727272727272,23.0,1,5
U0194,2024-06-01,127,15473360,121837.48031496063,0.001968503937007874,19.8503937007874,1,5
U0195,2024-06-01,86,7767692,90322.0,0.016279069767441864,12.116279069767442,1,5
U0196,2024-06-02,89,2771053,31135.426966292136,0.0898876404494382,17.471910112359552,0,4
U0197,2024-05-31,88,6506774,73940.61363636363,0.007954545454545454,13.727272727272727,2,5
U0198,2024-05-28,93,5704165,61335.10752688172,0.02956989247311828,13.741935483870968,5,5
U0199,2024-05-22,91,5476831,60184.956043956045,0.019230769230769232,15.505494505494505,11,5
U0200,2024-05-23,90,3237874,35976.37777777778,0.18611111111111112,30.122222222222224,10,5
U0201,2024-06-02,144,9731281,67578.34027777778,0.0010416666666666669,32.94444444444444,0,5
U0202,2024-05-25,93,4061005,43666.720430107525,0.15161290322580645,11.053763440860216,8,5
U0203,2024-05-29,79,4565739,57794.16455696202,0.008227848101265823,13.734177215189874,4,5
U0204,2024-05-31,93,2600668,27964.172043010753,0.12580645161290321,18.623655913978496,2,5
U0205,2024-05-31,96,3277736,34143.083333333336,0.003645833333333334,22.729166666666668,2,5
U0206,2024-05-21,98,5422697,55333.642857142855,0.12142857142857143,8.357142857142858,12,4
U0207,2024-06-01,129,9875173,76551.72868217055,0.010077519379844961,30.73643410852713,1,5
U0208,2024-02-17,25,1621830,64873.2,0.022000000000000002,17.48,106,5
U0209,2024-05-30,123,10073578,81899.0081300813,0.028861788617886183,30.170731707317074,3,5
U0210,2024-05-18,97,3014757,31079.96907216495,0.15,21.463917525773194,15,5
U0211,2024-06-02,139,16097921,115812.38129496403,0.006115107913669065,29.971223021582734,0,5
U0212,2024-05-25,74,2636125,35623.31081081081,0.14662162162162162,14.837837837837839,8,5
U0213,2024-06-01,105,3883407,36984.828571428574,0.022857142857142857,17.771428571428572,1,5
U0214,2024-06-02,94,3839445,40845.15957446808,0.00425531914893617,6.74468085106383,0,5
U0215,2024-05-31,93,5928490,63747.20430107527,0.02096774193548387,20.870967741935484,2,5
U0216,2024-05-27,103,7996392,77634.87378640777,0.017475728155339806,18.40776699029126,6,5
U0217,2024-05-25,94,3154323,33556.62765957447,0.1196808510638298,21.872340425531913,8,5
U0218,2024-05-18,92,3262391,35460.77173913043,0.13532608695652174,20.119565217391305,15,5
U0219,2024-05-27,91,2603728,28612.395604395606,0.14450549450549452,22.802197802197803,6,5
U0220,2024-05-25,86,5944664,69124.0,0.01744186046511628,14.034883720930232,8,5
U0221,2024-04-28,88,2404593,27324.920454545456,0.1431818181818182,20.28409090909091,35,5
U0222,2024-03-27,73,4916544,67349.91780821918,0.009589041095890411,13.136986301369863,67,5
U0223,2024-05-28,91,6182737,67942.16483516483,0.15384615384615385,22.47252747252747,5,5
U0224,2024-06-02,120,5110617,42588.475,0.17333333333333334,20.291666666666668,0,5
U0225,2024-06-01,79,2056280,26028.86075949367,0.14746835443037976,10.974683544303797,1,5
U0226,2024-05-25,86,3864627,44937.523255813954,0.01744186046511628,7.883720930232558,8,5
U0227,2024-02-03,42,2610957,62165.642857142855,0.03333333333333334,11.904761904761905,120,5
U0228,2024-05-29,83,4456309,53690.469879518074,0.031927710843373494,25.53012048192771,4,5
U0229,2024-05-24,97,4666271,48105.886597938144,0.15103092783505154,21.8659793814433,9,5
U0230,2024-05-27,90,3918676,43540.84444444445,0.008333333333333333,3.5,6,5
U0231,2024-05-29,92,4715561,51256.09782608696,0.033152173913043474,8.923913043478262,4,5
U0232,2024-05-28,96,3938697,41028.09375,0.0203125,11.875,5,5
U0233,2024-06-02,106,4784582,45137.56603773585,0.08820754716981132,9.452830188679245,0,3
U0234,2024-04-21,65,3252849,50043.83076923077,0.04,10.261538461538462,42,5
U0235,2024-06-02,86,8721228,101409.62790697675,0.00872093023255814,16.96511627906977,0,5
U0236,2024-05-10,61,5592713,91683.81967213115,0.019672131147540982,3.5081967213114753,23,5
U0237,2024-06-01,142,9834739,69258.72535211267,0.005985915492957746,39.647887323943664,1,5
U0238,2024-04-06,26,956284,36780.153846153844,0.0019230769230769232,7.576923076923077,57,4
U0239,2024-06-01,93,2936312,31573.247311827956,0.15268817204301077,19.763440860215052,1,5
U0240,2024-06-02,87,6767366,77785.81609195402,0.021839080459770118,18.57471264367816,0,5
U0241,2024-05-30,110,4466770,40607.0,0.16363636363636364,11.727272727272727,3,5
U0242,2024-05-29,97,4631951,47752.072164948455,0.010824742268041237,6.051546391752577,4,5
U0243,2024-05-24,61,4004153,65641.85245901639,0.021311475409836068,17.39344262295082,9,5
U0244,2024-04-16,56,3274096,58466.0,0.014285714285714287,18.803571428571427,47,5
U0245,2024-05-21,92,4736795,51486.90217391304,0.0038043478260869562,7.336956521739131,12,5
U0246,2024-06-02,97,6966933,71824.05154639175,0.020618556701030927,10.835051546391753,0,5
U0247,2024-06-01,108,4054939,37545.73148148148,0.13472222222222222,12.972222222222221,1,4
U0248,2024-05-26,159,15197103,95579.2641509434,0.0009433962264150945,20.937106918238992,7,5
U0249,2024-02-17,49,2678234,54657.836734693876,0.03571428571428571,14.877551020408163,106,5
U0250,2024-05-28,109,3287067,30156.577981651375,0.14036697247706423,12.926605504587156,5,5
U0251,2023-10-18,49,5079062,103654.32653061225,0.017346938775510207,14.122448979591837,228,4
U0252,2024-05-30,82,4385213,53478.20731707317,0.014634146341463414,14.390243902439025,3,4
U0253,2023-11-18,60,4600585,76676.41666666667,0.03166666666666667,16.083333333333332,197,4
U0254,2024-06-02,146,16180590,110825.95890410959,0.0013698630136986301,13.013698630136986,0,5
U0255,2024-05-30,101,4130888,40899.88118811881,0.17623762376237626,13.633663366336634,3,5
U0256,2024-05-21,90,2500916,27787.955555555556,0.18277777777777776,23.6,12,5
U0257,2024-06-02,95,4365573,45953.4,0.1631578947368421,15.494736842105263,0,5
U0258,2024-06-01,76,3944807,51905.35526315789,0.013815789473684212,13.342105263157896,1,5
U0259,2024-06-02,85,5008485,58923.35294117647,0.012352941176470589,11.552941176470588,0,5
U0260,2024-06-01,109,6769201,62102.76146788991,0.014678899082568808,22.293577981651374,1,5
U0261,2024-06-02,93,7074576,76070.70967741935,0.01021505376344086,19.688172043010752,0,5
U0262,2024-05-29,114,2541276,22291.894736842107,0.1307017543859649,11.035087719298245,4,5
U0263,2023-07-29,25,1257605,50304.2,0.026000000000000002,4.92,309,5
U0264,2024-05-29,85,3619564,42583.10588235294,0.11352941176470589,18.6,4,5
U0265,2024-05-30,89,3773017,42393.449438202246,0.025280898876404494,13.741573033707866,3,5
U0266,2024-06-02,89,4578880,51448.089887640446,0.01910112359550562,13.47191011235955,0,5
U0267,2023-07-04,49,2528854,51609.26530612245,0.022448979591836737,11.489795918367347,334,5
U0268,2024-05-29,125,9945104,79560.832,0.018,22.776,4,5
U0269,2024-05-21,89,5119729,57525.04494382023,0.01853932584269663,20.48314606741573,12,5
U0270,2024-06-01,87,2119560,24362.758620689656,0.15517241379310345,5.103448275862069,1,5
U0271,2024-05-30,105,7158965,68180.61904761905,0.012380952380952381,15.504761904761905,3,5
U0272,2024-06-01,90,5648242,62758.24444444444,0.18944444444444444,10.222222222222221,1,5
U0273,2024-06-02,81,3110193,38397.444444444445,0.009876543209876543,20.395061728395063,0,5
U0274,2024-05-24,92,6463500,70255.43478260869,0.006521739130434784,16.565217391304348,9,5
U0275,2024-05-30,96,3793708,39517.791666666664,0.146875,22.072916666666668,3,5
U0276,2024-06-02,101,4454304,44102.0198019802,0.1495049504950495,11.455445544554456,0,5
U0277,2024-06-02,94,8858645,94240.90425531915,0.012234042553191491,8.138297872340425,0,5
U0278,2024-05-30,150,5946898,39645.986666666664,0.010333333333333333,18.593333333333334,3,5
U0279,2024-06-02,85,1961117,23071.964705882354,0.1411764705882353,17.91764705882353,0,5
U0280,2024-05-15,93,7281753,78298.41935483871,0.023655913978494626,8.21505376344086,18,5
U0281,2024-06-02,84,2887348,34373.19047619047,0.02857142857142857,10.773809523809524,0,5
U0282,2024-06-02,106,4511675,42562.97169811321,0.14150943396226415,11.754716981132075,0,5
U0283,2024-01-08,71,3647305,51370.49295774648,0.005633802816901409,12.014084507042254,146,5
U0284,2024-06-02,75,3855422,51405.62666666666,0.02,28.36,0,5
U0285,2024-06-02,84,1271014,15131.119047619048,0.16547619047619047,11.119047619047619,0,5
U0286,2024-05-22,84,4175478,49708.07142857143,0.009523809523809525,16.642857142857142,11,5
U0287,2024-06-01,156,18172777,116492.16025641025,0.008974358974358975,28.224358974358974,1,5
U0288,2024-05-30,111,2589646,23330.144144144146,0.15990990990990991,7.018018018018018,3,5
U0289,2024-05-28,101,2584281,25586.940594059404,0.1425742574257426,11.237623762376238,5,5
U0290,2024-04-11,43,3306549,76896.48837209302,0.027906976744186046,18.13953488372093,52,5
U0291,2023-09-30,66,3050945,46226.43939393939,0.02878787878787879,14.878787878787879,246,5
U0292,2024-06-01,101,7243393,71716.76237623762,0.008910891089108912,18.77227722772277,1,5
U0293,2024-05-27,79,4145587,52475.784810126584,0.03544303797468354,19.873417721518987,6,5
U0294,2024-06-01,102,9968836,97733.6862745098,0.023529411764705882,13.862745098039216,1,5
U0295,2024-05-27,92,2992561,32527.83695652174,0.16847826086956522,11.141304347826088,6,5
U0296,2024-05-20,85,4258576,50100.89411764706,0.005294117647058823,12.776470588235295,13,5
U0297,2024-05-31,100,5136857,51368.57,0.1015,23.65,2,4
U0298,2024-06-01,116,6841790,58980.94827586207,0.00646551724137931,22.07758620689655,1,5
U0299,2024-06-01,105,4028617,38367.780952380956,0.14333333333333334,14.723809523809523,1,5
U0300,2024-05-28,103,3324471,32276.417475728154,0.1684466019417476,6.252427184466019,5,5
U0301,2024-05-24,96,5622189,58564.46875,0.03125,15.21875,9,5
U0302,2024-05-25,82,4189010,51085.48780487805,0.15182926829268295,17.121951219512194,8,5
U0303,2024-06-01,122,9279980,76065.40983606558,0.0,20.60655737704918,1,5
U0304,2024-06-01,91,2989074,32846.96703296703,0.006593406593406594,11.307692307692308,1,5
U0305,2024-05-24,90,5815450,64616.11111111111,0.03277777777777778,22.255555555555556,9,5
U0306,2024-05-31,80,6175155,77189.4375,0.0018750000000000004,8.15,2,5
U0307,2024-05-31,135,11538908,85473.39259259259,0.011111111111111112,20.644444444444446,2,5
U0308,2024-05-19,85,4004599,47112.92941176471,0.01941176470588235,20.129411764705882,14,5
