user_id,last_purchase_date,frequency,monetary,avg_transaction_value,avg_discount_rate,avg_app_time_min,recency_days,payment_method_count,recency_log,monetary_log,cluster,PCA1,PCA2
U0024,2024-05-28,94,3118176,33172.085106382976,0.00425531914893617,17.180851063829788,5,5,1.791759469228055,14.9527590941471,0,-0.5314723604176274,0.11436260832772686
U0025,2024-05-31,133,14442740,108592.03007518797,0.007518796992481203,29.992481203007518,2,5,1.0986122886681096,16.485702493360026,2,4.293094534418481,-0.43371807075222707
U0026,2024-06-01,101,5049611,49996.148514851484,0.11336633663366336,16.178217821782177,1,5,0.6931471805599453,15.434821966616669,1,0.41622091818199297,1.0974241838622973
U0027,2024-06-02,91,2431251,26717.043956043955,0.14560439560439561,20.615384615384617,0,5,0.0,14.703916908970664,1,-0.8489868775586565,2.347959640071284
U0028,2024-05-23,90,4361460,48460.666666666664,0.014444444444444446,17.166666666666668,10,5,2.3978952727983707,15.288317650937637,0,-0.08358470912966567,-0.4403569471413416
U0029,2024-05-29,82,3419224,41697.85365853659,0.00975609756097561,11.975609756097562,4,5,1.6094379124341003,15.044924475172138,0,-0.7114575710525398,-0.3916913963647305
U0030,2024-05-24,87,3193079,36702.057471264365,0.006321839080459771,15.620689655172415,9,5,2.302585092994046,14.976496526190443,0,-0.7686671416695193,-0.27687561891371487
U0031,2024-05-26,99,6064429,61256.85858585859,0.017676767676767676,25.464646464646464,7,5,2.0794415416798357,15.617951114080567,0,1.1706554559908473,-0.15982616591667856
U0032,2024-05-29,85,4996584,58783.34117647059,0.018823529411764708,10.011764705882353,4,5,1.6094379124341003,15.424265237047615,0,0.02399437005329589,-0.7982515638352766
U0033,2024-05-24,103,6218973,60378.3786407767,0.022815533980582524,10.300970873786408,9,5,2.302585092994046,15.643115499340833,0,0.5412367902887194,-0.7740258624481894
U0034,2024-06-01,100,3037688,30376.88,0.165,6.37,1,5,0.6931471805599453,14.926607586917441,1,-1.1547127892085847,1.6981470988005463
U0035,2024-05-31,98,6220551,63475.010204081635,0.14642857142857144,16.897959183673468,2,5,1.0986122886681096,15.643369206758377,1,0.7172520045795413,0.9498078294113186
U0036,2024-05-10,70,4009684,57281.2,0.019285714285714288,15.228571428571428,23,5,3.1780538303479458,15.204223242581294,0,-0.6988325417101595,-1.1790846182668608
U0037,2024-05-27,128,8264897,64569.5078125,0.005859375,16.890625,6,5,1.9459101490553132,15.927527947963286,2,1.899344378112863,-0.3186886121867603
U0038,2024-02-06,69,5591451,81035.52173913043,0.0014492753623188406,8.26086956521739,117,5,4.770684624465665,15.53674956095498,3,-0.46513239046597726,-2.7346269910476275
U0039,2024-06-01,97,2696782,27801.876288659794,0.14742268041237114,8.65979381443299,1,5,0.6931471805599453,14.807570139114691,1,-1.2601563581178685,1.6681434746911377
U0040,2024-05-31,102,4454850,43675.0,0.14362745098039217,16.333333333333332,2,5,1.0986122886681096,15.309504172760953,1,0.0012092428601559475,1.4557336291208123
U0041,2024-06-02,100,7376413,73764.13,0.017,25.59,0,5,0.0,15.813798170626097,2,2.1359955674419795,0.17934850578865805
U0042,2024-06-01,82,2431048,29646.926829268294,0.009146341463414634,17.817073170731707,1,4,0.6931471805599453,14.703833409409398,0,-0.8884000913939213,0.48263076752454837
U0043,2024-02-06,38,2338858,61548.89473684211,0.007894736842105263,7.526315789473684,117,4,4.770684624465665,14.665173761577405,3,-2.5730308420196892,-2.536379762142165
U0044,2024-06-02,81,5739859,70862.45679012345,0.011111111111111112,17.320987654320987,0,5,0.0,15.5629453777544,0,1.0375984415670454,-0.4062980017365542
U0045,2024-05-23,90,4424475,49160.833333333336,0.022222222222222223,21.177777777777777,10,5,2.3978952727983707,15.302662411333097,0,0.10140388135534298,-0.20582021930284783
U0046,2024-06-02,89,2957224,33227.23595505618,0.16685393258426967,15.820224719101123,0,4,0.0,14.899761886572266,1,-0.8018015777384145,2.123270764722643
U0047,2024-05-29,72,5555390,77158.19444444444,0.0076388888888888895,7.291666666666667,4,5,1.6094379124341003,15.53027936561752,0,0.15115168426878292,-1.628658345744241
U0048,2024-05-30,127,12846597,101154.30708661418,0.0011811023622047244,22.913385826771652,3,5,1.3862943611198906,16.368589587172096,2,3.5241839178531764,-0.8058220436994068
U0049,2024-05-29,154,8669003,56292.22727272727,0.023051948051948053,32.31818181818182,4,5,1.6094379124341003,15.975264463264905,2,3.044110678216853,1.1893565061220934
U0050,2024-04-28,45,2508863,55752.51111111111,0.007777777777777778,4.488888888888889,35,5,3.58351893845611,14.735340619016927,3,-2.330680241449301,-2.1066797949576217
U0051,2024-05-25,86,3126959,36359.98837209302,0.02674418604651163,14.290697674418604,8,5,2.1972245773362196,14.955571844544924,0,-0.9110968118402852,-0.10665167491033069
U0052,2024-05-21,95,2295826,24166.58947368421,0.16631578947368422,27.042105263157893,12,5,2.5649493574615367,14.646603685150703,1,-1.2217691844675744,2.18367402018119
U0053,2024-06-02,94,4167934,44339.72340425532,0.006382978723404255,28.95744680851064,0,4,0.0,15.24293126728414,0,0.9323264640839587,0.8894205455265791
U0054,2024-06-02,103,5708200,55419.41747572816,0.14320388349514562,22.16504854368932,0,5,0.0,15.557414470693983,1,1.0435204752418101,1.7497868333194595
U0055,2024-06-01,95,2855908,30062.18947368421,0.028421052631578948,6.673684210526316,1,4,0.6931471805599453,14.864900739188887,0,-0.9564371634236432,0.3254439422362207
U0056,2024-05-27,81,7095760,87601.97530864198,0.008641975308641976,15.481481481481481,6,5,1.9459101490553132,15.775008121457324,0,1.1170172562032439,-1.5013247282554314
U0057,2024-05-15,91,6419932,70548.7032967033,0.012087912087912088,7.230769230769231,18,5,2.9444389791664403,15.674918239474616,0,0.280457980166035,-1.6093969711440663
U0058,2024-05-27,87,5004000,57517.24137931035,0.009195402298850575,13.862068965517242,6,5,1.9459101490553132,15.425748350409046,0,0.16293999726685263,-0.7687450560879885
U0059,2024-06-01,98,3147345,32115.76530612245,0.17346938775510204,19.448979591836736,1,5,0.6931471805599453,14.962070115983225,1,-0.572574334696562,2.2809868772172015
U0060,2024-05-29,93,2004141,21549.90322580645,0.00967741935483871,9.24731182795699,4,5,1.6094379124341003,14.510726596959996,0,-1.6176059759898311,0.22315209934245742
U0061,2024-05-26,124,10243943,82612.44354838709,0.005241935483870968,34.16935483870968,7,5,2.0794415416798357,16.142197259672006,2,3.1531874020990323,-0.0900297033061561
U0062,2024-05-25,89,3477900,39077.52808988764,0.027528089887640453,15.348314606741573,8,5,2.1972245773362196,15.061939508856392,0,-0.6256345738470785,-0.09184013236316729
U0063,2024-05-19,106,2900680,27364.905660377357,0.1712264150943396,26.641509433962263,14,5,2.70805020110221,14.880456094975228,1,-0.7156028346926013,2.2077370879938947
U0064,2024-06-01,84,2731032,32512.285714285714,0.016071428571428573,7.095238095238095,1,4,0.6931471805599453,14.820190483868739,0,-1.141348570488762,0.01611939118465297
U0065,2024-05-19,91,4255213,46760.58241758242,0.1412087912087912,19.626373626373628,14,5,2.70805020110221,15.263655612496954,1,-0.4284049240772749,0.867796385666509
U0066,2024-05-31,81,3670475,45314.50617283951,0.014197530864197533,7.135802469135802,2,5,1.0986122886681096,15.11583191189288,0,-0.6890497336356353,-0.5155462622986348
U0067,2024-05-25,92,3060889,33270.532608695656,0.016304347826086956,11.293478260869565,8,5,2.1972245773362196,14.9342162813132,0,-0.9728589292574226,-0.1788004930096705
U0068,2024-05-30,103,6490921,63018.65048543689,0.0077669902912621365,3.6990291262135924,3,5,1.3862943611198906,15.685915143304983,0,0.5979641353131113,-0.9987270468724265
U0069,2024-05-30,111,6521223,58749.75675675676,0.1581081081081081,16.0990990990991,3,5,1.3862943611198906,15.690572646345103,1,0.82361722750887,1.22417532894723
U0070,2024-06-01,99,2776919,28049.68686868687,0.16313131313131313,9.747474747474747,1,5,0.6931471805599453,14.836852957807718,1,-1.1736663261097027,1.8868892221013545
U0071,2024-06-01,88,3858711,43848.98863636364,0.16818181818181818,13.784090909090908,1,5,0.6931471805599453,15.165844007001393,1,-0.5477738848505249,1.5273804949860865
U0072,2024-06-01,85,2643663,31101.917647058825,0.14,18.32941176470588,1,5,0.6931471805599453,14.7876763916968,1,-1.0297010263238429,1.7746938700411679
U0073,2024-05-27,94,2793783,29721.09574468085,0.1803191489361702,19.670212765957448,6,5,1.9459101490553132,14.842907507292333,1,-1.1285721405199056,1.9975666597201327
U0074,2024-05-30,102,3450112,33824.62745098039,0.1568627450980392,22.127450980392158,3,5,1.3862943611198906,15.053917542094343,1,-0.3378673677932197,2.026742748576853
U0075,2024-05-10,90,4817192,53524.35555555556,0.0,22.0,23,4,3.1780538303479458,15.387701951241109,0,0.21138686494957812,-0.7365897593219498
U0076,2024-05-28,97,5474794,56441.17525773196,0.002577319587628866,12.185567010309278,5,5,1.791759469228055,15.515665390043461,0,0.4366856040961987,-0.7097421616823478
U0077,2024-06-01,81,3543857,43751.32098765432,0.0018518518518518521,16.679012345679013,1,5,0.6931471805599453,15.080726522184285,0,-0.22106172108432684,-0.049859614838579536
U0078,2024-06-01,76,4828035,63526.77631578947,0.020394736842105264,9.43421052631579,1,5,0.6931471805599453,15.389950317675488,0,0.060847033095936455,-0.754295239136762
U0079,2024-06-01,48,2449003,51020.895833333336,0.01875,12.75,1,5,0.6931471805599453,14.711191969252694,0,-1.4211472218552543,-0.6069614343708551
U0080,2024-05-27,87,5932822,68193.35632183908,0.016666666666666666,19.873563218390803,6,5,1.9459101490553132,15.596010711659071,0,0.8172161819750867,-0.6948518739191304
U0081,2024-05-28,89,3207455,36038.8202247191,0.011235955056179775,8.696629213483146,5,5,1.791759469228055,14.980988657529046,0,-0.9375361562702896,-0.3357002921314467
U0082,2024-05-14,75,3434854,45798.05333333334,0.018000000000000002,23.906666666666666,19,5,2.995732273553991,15.049485270229418,0,-0.5791703127187918,-0.3995088183446996
U0083,2024-06-01,83,2708395,32631.265060240963,0.020481927710843374,17.686746987951807,1,4,0.6931471805599453,14.811867135705814,0,-0.718762137425399,0.5108639577115783
U0084,2024-05-25,79,3208304,40611.443037974685,0.0189873417721519,6.3924050632911396,8,5,2.1972245773362196,14.981253318262187,0,-1.2693568077456565,-0.7327709766503757
U0085,2024-05-25,84,3960949,47154.15476190476,0.01011904761904762,13.761904761904763,8,5,2.1972245773362196,15.191994453449402,0,-0.4417885858721815,-0.6102987684891563
U0086,2024-06-02,107,4403446,41153.700934579436,0.1378504672897196,16.869158878504674,0,5,0.0,15.29789820127467,1,0.3249318848958628,1.8894074565799766
U0087,2024-05-30,104,3002351,28868.759615384617,0.14951923076923077,11.173076923076923,3,5,1.3862943611198906,14.91490653946492,1,-1.014333045937888,1.6441707316717753
U0088,2024-05-24,72,3092238,42947.75,0.003472222222222222,17.416666666666668,9,5,2.302585092994046,14.94440598195063,0,-0.9133166504524943,-0.5748322529430233
U0089,2024-06-02,81,4158872,51344.0987654321,0.004320987654320987,14.0,0,5,0.0,15.240754682072227,0,0.14559074599206262,-0.13272529081593482
U0090,2024-05-12,69,3546380,51396.811594202896,0.016666666666666666,9.898550724637682,21,5,3.091042453358316,15.08143820485295,3,-1.1871210284921738,-1.2744835324786201
U0091,2024-02-14,40,2405842,60146.05,0.01875,20.925,109,4,4.700480365792417,14.693410919854822,3,-1.9543103162981872,-1.7674597400699223
U0092,2024-05-25,78,3626213,46489.91025641026,0.010256410256410256,9.974358974358974,8,5,2.1972245773362196,15.103699686757302,0,-0.8508227854717256,-0.8298742926137079
U0093,2024-05-27,119,8946420,75180.0,0.0008403361344537816,33.51260504201681,6,5,1.9459101490553132,16.006764122006246,2,2.7530640380126052,-0.010571749891555031
U0094,2024-05-30,98,2567652,26200.530612244896,0.09285714285714286,14.63265306122449,3,5,1.3862943611198906,14.758502810051244,1,-1.0719296334520878,1.2506018598658264
U0095,2024-02-03,37,2832630,76557.56756756757,0.012162162162162163,16.243243243243242,120,4,4.795790545596741,14.856716519711586,3,-1.7066663806953217,-2.4903335021164352
U0096,2024-06-02,78,3639510,46660.38461538462,0.014743589743589743,16.96153846153846,0,4,0.0,15.107359889929068,0,-0.06528527204699414,0.18644385553556855
U0097,2024-05-31,151,9482874,62800.49006622517,0.018543046357615896,19.741721854304636,2,5,1.0986122886681096,16.064998098296336,2,2.789897547332643,0.5423321535226172
U0098,2024-05-30,102,4387755,43017.205882352944,0.1323529411764706,19.19607843137255,3,5,1.3862943611198906,15.294328492632452,1,0.06262746195212833,1.4021230638839797
U0099,2024-06-01,79,3344935,42340.94936708861,0.010759493670886078,28.0126582278481,1,5,0.6931471805599453,15.022958118327047,0,0.11266953701387293,0.5513358844714142
U0100,2024-05-25,87,5538363,63659.34482758621,0.015517241379310346,6.0,8,5,2.1972245773362196,15.527209708252604,0,-0.012394397787536046,-1.2834100742515002
U0101,2024-05-31,81,3596683,44403.49382716049,0.008641975308641976,15.691358024691358,2,5,1.0986122886681096,15.095522867831704,0,-0.34179900563207427,-0.16806471777489326
U0102,2024-01-05,76,3338784,43931.36842105263,0.023026315789473683,21.81578947368421,149,5,5.0106352940962555,15.021117526316543,3,-1.1775260124488391,-0.9945833239468144
U0103,2024-05-29,87,4614227,53037.09195402299,0.027011494252873563,17.0,4,5,1.6094379124341003,15.344655131319412,0,0.14232577339531804,-0.2402347052595871
U0104,2024-06-01,153,15912576,104003.76470588235,0.00032679738562091506,19.81699346405229,1,5,0.6931471805599453,16.582620360799172,2,4.402782616108628,-0.45435119431434
U0105,2024-05-25,94,4068616,43283.14893617021,0.014893617021276595,16.659574468085108,8,5,2.1972245773362196,15.218813696232704,0,-0.1619465623968539,-0.21045097570362178
U0106,2024-05-05,93,4600802,49470.98924731183,0.013978494623655914,16.096774193548388,28,5,3.367295829986474,15.34174141144198,0,-0.19695655595543013,-0.7765687909778123
U0107,2024-05-31,79,5532616,70033.11392405063,0.008227848101265823,15.544303797468354,2,5,1.0986122886681096,15.52617149844695,0,0.6236812684492784,-0.8508431525638266
U0108,2024-05-28,91,2759968,30329.31868131868,0.15494505494505495,18.065934065934066,5,5,1.791759469228055,14.830730005746197,1,-1.1618927596210717,1.670725542440335
U0109,2024-05-31,97,2944758,30358.329896907217,0.1360824742268041,22.711340206185568,2,4,1.0986122886681096,14.895537538102973,1,-0.5517590033237518,1.9761953974371578
U0110,2024-06-02,137,13219417,96492.09489051095,0.0040145985401459855,14.664233576642335,0,5,0.0,16.39719736721297,2,3.6137618241523253,-0.4794450294413594
U0111,2024-01-27,65,2710016,41692.553846153845,0.010769230769230769,11.138461538461538,127,4,4.852030263919617,14.812465465898939,3,-2.096318548113227,-1.601037552682278
U0112,2024-06-02,38,2082666,54807.0,0.010526315789473684,13.81578947368421,0,4,0.0,14.549159841884753,0,-1.522851957161531,-0.6116609407369925
U0113,2024-05-27,92,3295885,35824.836956521736,0.1625,17.804347826086957,6,5,1.9459101490553132,15.008185582034702,1,-0.8911399358440637,1.5382386845648655
U0114,2024-05-31,106,5261222,49634.16981132075,0.019811320754716984,16.254716981132077,2,5,1.0986122886681096,15.47587406719345,0,0.7296064063636758,0.13738889286951247
U0115,2024-06-02,82,2786950,33987.19512195122,0.1329268292682927,14.670731707317072,0,5,0.0,14.840458724680534,1,-0.9626576675812795,1.6348006912075765
U0116,2024-05-26,99,5450288,55053.41414141414,0.0196969696969697,6.0,7,5,2.0794415416798357,15.511179192756453,0,0.0660502929401443,-0.8428008216309277
U0117,2024-05-16,86,3583248,41665.67441860465,0.009302325581395349,9.604651162790697,17,5,2.8903717578961645,15.091780488709166,0,-0.9577235290799945,-0.8416099390420188
U0118,2024-05-31,89,6046934,67943.0786516854,0.012359550561797755,12.101123595505618,2,5,1.0986122886681096,15.615062090065777,0,0.7354788870998122,-0.7913207705950136
U0119,2024-06-02,87,5572904,64056.36781609195,0.014367816091954023,14.620689655172415,0,5,0.0,15.53342701993231,0,0.8673067532850655,-0.25532762794254055
U0120,2024-06-02,102,4106222,40257.07843137255,0.13970588235294118,9.352941176470589,0,5,0.0,15.228014185850974,1,-0.21391565291989958,1.5367896355155517
U0121,2024-06-02,87,5180750,59548.85057471264,0.013218390804597701,8.022988505747126,0,5,0.0,15.460460584421961,0,0.4069344352391978,-0.4457001957348767
U0122,2024-05-19,111,4659242,41975.15315315315,0.1720720720720721,12.702702702702704,14,5,2.70805020110221,15.35436354655406,1,-0.37994483300900894,1.2443709140633836
U0123,2024-05-27,138,19392234,140523.4347826087,0.010144927536231885,18.905797101449274,6,5,1.9459101490553132,16.78038328617709,2,4.705545386191259,-1.8013215414976071
U0124,2023-12-10,50,2883972,57679.44,0.008,6.86,175,5,5.170483995038151,14.874679415345927,3,-2.271600513285122,-2.4854966693352303
U0125,2024-06-01,92,3820060,41522.391304347824,0.1831521739130435,23.967391304347824,1,5,0.6931471805599453,15.155776949041648,1,-0.11627949725633535,2.2346549474548576
U0126,2024-05-29,84,5002812,59557.28571428572,0.016666666666666666,8.892857142857142,4,5,1.6094379124341003,15.425510912198327,0,-0.023361686840951575,-0.9000870365609491
U0127,2024-05-25,50,1681341,33626.82,0.016,3.18,8,4,2.1972245773362196,14.335102842024728,3,-2.905360526480864,-1.0218613767249936
U0128,2024-05-31,83,3208225,38653.31325301205,0.016265060240963858,6.686746987951807,2,5,1.0986122886681096,14.981228694364942,0,-0.9610814471827516,-0.3103381344312462
U0129,2024-02-22,40,2934487,73362.175,0.008749999999999999,16.95,101,4,4.624972813284271,14.892043549689493,3,-1.5887679581723857,-2.340736047900851
U0130,2024-05-30,92,3639154,39556.02173913043,0.02282608695652174,11.369565217391305,3,5,1.3862943611198906,15.107262069806456,0,-0.4821776519940207,-0.04273073717099902
U0131,2024-05-29,124,12084378,97454.66129032258,0.010080645161290322,34.04032258064516,4,5,1.6094379124341003,16.30742418478369,2,3.7281781176326487,-0.2508814205723955
U0132,2024-05-31,128,24127032,188492.4375,0.008203125,28.75,2,5,1.0986122886681096,16.998843471068906,2,6.335294303264574,-2.3049040473719526
U0133,2023-09-12,24,1648548,68689.5,0.014583333333333335,5.416666666666667,264,3,5.579729825986222,14.315406065043682,3,-3.4187508522116885,-3.0648892274375825
U0134,2024-05-29,109,2814701,25822.94495412844,0.12844036697247707,21.798165137614678,4,5,1.6094379124341003,14.850366952495726,1,-0.5711921515047149,1.9978108568778443
U0135,2024-05-09,92,4596583,49962.858695652176,0.01847826086956522,15.054347826086957,24,5,3.2188758248682006,15.34082397689325,0,-0.23441583499376506,-0.7586242558841538
U0136,2024-05-23,88,4944417,56186.556818181816,0.027840909090909093,18.53409090909091,10,5,2.3978952727983707,15.413769821471341,0,0.19779016389092907,-0.4725099028020321
U0137,2024-05-18,91,2393389,26300.978021978022,0.015384615384615385,8.032967032967033,15,5,2.772588722239781,14.688221328956228,0,-1.6850527003758802,-0.30875404377921845
U0138,2024-06-01,73,3758638,51488.191780821915,0.0020547945205479454,10.356164383561644,1,5,0.6931471805599453,15.13956748175471,0,-0.44471257324773356,-0.6238754982669936
U0139,2024-04-25,85,9269770,109056.11764705883,0.017058823529411765,15.635294117647058,38,5,3.6635616461296463,16.042269233892785,0,1.5486588250892288,-2.380592477973615
U0140,2024-06-02,103,6602215,64099.17475728155,0.008252427184466019,13.233009708737864,0,5,0.0,15.70291590821845,0,1.3605598809736457,-0.17812697330921537
U0141,2024-05-21,82,3528696,43032.87804878049,0.018902439024390243,10.768292682926829,12,5,2.5649493574615367,15.076439238954222,0,-0.9364291257306253,-0.6827019070975696
U0142,2024-05-31,76,5492163,72265.30263157895,0.011184210526315791,14.026315789473685,2,5,1.0986122886681096,15.518832907041046,0,0.5219643457389157,-0.9780815993140198
U0143,2024-05-12,84,4672921,55630.01190476191,0.0011904761904761906,11.0,21,5,3.091042453358316,15.357295129910472,0,-0.3740198109569833,-1.3102773465104476
U0144,2024-06-01,85,3693799,43456.458823529414,0.13823529411764707,20.870588235294118,1,5,0.6931471805599453,15.122166296423948,1,-0.2792754995877346,1.5218585264674975
U0145,2024-06-01,120,7893968,65783.06666666667,0.0,28.241666666666667,1,5,0.6931471805599453,15.881609608164029,2,2.4886139354103762,0.3707169385283277
U0146,2024-05-24,90,3425346,38059.4,0.017222222222222222,16.155555555555555,9,5,2.302585092994046,15.046713338415172,0,-0.6024822839642362,-0.14832251319026912
U0147,2024-05-23,89,5493467,61724.348314606745,0.012359550561797755,20.123595505617978,10,5,2.3978952727983707,15.51907030804012,0,0.5635349730741043,-0.6800307233903518
U0148,2024-05-30,82,6365922,77633.19512195123,0.02378048780487805,17.79268292682927,3,5,1.3862943611198906,15.66646979124364,0,0.9955561488522314,-0.8343518649263078
U0149,2024-05-28,91,4918213,54046.296703296706,0.004945054945054945,18.736263736263737,5,5,1.791759469228055,15.408456014435009,0,0.4168365598965546,-0.41135587787767325
U0150,2024-05-26,80,7373463,92168.2875,0.011875,3.8125,7,5,2.0794415416798357,15.813398167312261,0,0.6838156665955171,-2.14329139653744
U0151,2024-06-01,96,4539277,47284.135416666664,0.146875,18.979166666666668,1,5,0.6931471805599453,15.328278526533781,1,0.16399418657160222,1.556076448340248
U0152,2024-05-21,100,3817995,38179.95,0.16649999999999998,10.21,12,5,2.5649493574615367,15.155236235598345,1,-0.9829101308062936,1.0874849844842345
U0153,2024-05-30,99,3886035,39252.878787878784,0.1409090909090909,23.444444444444443,3,5,1.3862943611198906,15.172900172901315,1,-0.05460055633733283,1.7379128112928146
U0154,2024-05-29,92,5635708,61257.69565217391,0.010869565217391304,11.91304347826087,4,5,1.6094379124341003,15.544633518304334,0,0.4665201825732953,-0.7682630348312584
U0155,2024-06-02,93,2532553,27231.752688172044,0.1586021505376344,8.946236559139784,0,5,0.0,14.7447388376812,1,-1.2941809878501043,1.9687134970428186
U0156,2024-06-02,96,3365187,35054.03125,0.17864583333333336,23.34375,0,4,0.0,15.028994388742536,1,-0.16973694926366778,2.6041178321960055
U0157,2024-06-02,126,17367898,137840.46031746033,0.001984126984126984,26.253968253968253,0,5,0.0,16.670134175230864,2,5.040763258948324,-1.0655384261440315
U0158,2024-05-29,92,6714303,72981.55434782608,0.016304347826086956,12.054347826086957,4,5,1.6094379124341003,15.719750734019566,0,0.8964354581346371,-0.9954857798045628
U0159,2024-06-01,94,3760286,40003.04255319149,0.006914893617021277,6.25531914893617,1,5,0.6931471805599453,15.140005842240342,0,-0.42049803381809203,-0.20015189189705387
U0160,2024-05-04,84,3809109,45346.53571428572,0.011904761904761904,12.380952380952381,29,5,3.4011973816621555,15.15290612401461,0,-0.8540038601825978,-0.9724072046588633
U0161,2024-05-28,67,2944450,43947.014925373136,0.0,12.597014925373134,5,5,1.791759469228055,14.895432940032848,0,-1.144856757999073,-0.7490684776113202
U0162,2024-05-24,83,3490361,42052.5421686747,0.004216867469879518,11.204819277108435,9,5,2.302585092994046,15.065516013727919,0,-0.8308382531803801,-0.688408712076038
U0163,2024-05-26,82,3919962,47804.41463414634,0.015853658536585366,14.71951219512195,7,5,2.0794415416798357,15.181592772946589,0,-0.43096333177490204,-0.5173276617252353
U0164,2024-06-01,110,3920938,35644.89090909091,0.09863636363636363,22.8,1,5,0.6931471805599453,15.181841723897652,1,0.35647574876259713,1.749283370335255
U0165,2024-05-31,90,5448887,60543.188888888886,0.012777777777777779,13.444444444444445,2,5,1.0986122886681096,15.510922109123861,0,0.5450452779108843,-0.533438439252795
U0166,2024-06-02,83,2746298,33087.927710843374,0.010240963855421687,15.096385542168674,0,5,0.0,14.825764745034299,0,-0.6262487359246056,0.4943330736357686
U0167,2024-05-27,54,2928128,54224.59259259259,0.010185185185185186,8.537037037037036,6,5,1.9459101490553132,14.889874210469891,3,-1.4600346182663437,-1.2819480837011241
U0168,2024-06-02,99,3495551,35308.59595959596,0.008585858585858586,19.525252525252526,0,5,0.0,15.067001861093015,0,0.2358020548984677,0.8064322710926789
